Procedures,URL,Tactic1,Tactic2,Tactic3,Tactic4
Amadey has changed the Startup folder to the one containing its executable by overwriting the registry keys.,https://attack.mitre.org//techniques/T1547/001,PERSISTENCE,PRIVILEGE_ESCALATION,,
SOUNDBITE is capable of enumerating application windows.,https://attack.mitre.org//techniques/T1010,DISCOVERY,,,
"Hydraq creates a backdoor through which remote attackers can check for the existence of files, including its own components, as well as retrieve a list of logical drives.",https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Empire can exploit vulnerabilities such as MS16-032 and MS16-135.,https://attack.mitre.org//techniques/T1068,PRIVILEGE_ESCALATION,,,
CharmPower has the ability to enumerate Uninstall registry values.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
Peppy can take screenshots on targeted systems.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
Andariel has used tasklist to enumerate processes and find a specific string.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
PcShare has the ability to capture keystrokes.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
"For C0015, security researchers assessed the threat actors likely used a phishing campaign to distribute a weaponized attachment to victims.",https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
Rising Sun can clear a memory blog in the process by overwriting it with junk bytes.,https://attack.mitre.org//techniques/T1070,DEFENSE_EVASION,,,
MirageFox has the capability to execute commands using cmd.exe.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
"TEARDROP created and read from a file with a fake JPG header, and its payload was encrypted with a simple rotating XOR cipher.",https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Shamoon will reboot the infected system once the wiping functionality has been completed.,https://attack.mitre.org//techniques/T1529,IMPACT,,,
Cardinal RAT can collect the username from a victim machine.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
XCSSET prompts the user to input credentials using a native macOS dialog box leveraging the system process /Applications/Safari.app/Contents/MacOS/SafariForWebKitDevelopment.,https://attack.mitre.org//techniques/T1056/002,COLLECTION,CREDENTIAL_ACCESS,,
Dtrack’s dropper contains a keylogging executable.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
"During Operation Wocao, threat actors used the net command to retrieve information about domain accounts.",https://attack.mitre.org//techniques/T1087/002,DISCOVERY,,,
The White Company has taken advantage of a known vulnerability in Microsoft Word (CVE 2012-0158) to execute code.,https://attack.mitre.org//techniques/T1203,EXECUTION,,,
Turla surveys a system upon check-in to discover information in the Windows Registry with the reg query command. Turla has also retrieved PowerShell payloads hidden in Registry keys as well as checking keys associated with null session named pipes .,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
WhisperGate can download and execute AdvancedRun.exe via sc.exe.,https://attack.mitre.org//techniques/T1569/002,EXECUTION,,,
PipeMon's first stage has been executed by a call to CreateProcess with the decryption password in an argument. PipeMon has used a call to LoadLibrary to load its installer.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
PolyglotDuke can custom encrypt strings.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Mori can communicate using HTTP over IPv4 or IPv6 depending on a flag set.,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
Sandworm Team has avoided detection by naming a malicious binary explorer.exe.,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
FrameworkPOS can collect elements related to credit card data from process memory.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
RawDisk has been used to directly access the hard disk to help overwrite arbitrarily sized portions of disk content.,https://attack.mitre.org//techniques/T1561/001,IMPACT,,,
"Magic Hound has exploited the Log4j utility (CVE-2021-44228), on-premises MS Exchange servers via ""ProxyShell"" (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207), and Fortios SSL VPNs (CVE-2018-13379).",https://attack.mitre.org//techniques/T1190,INITIAL_ACCESS,,,
Rover searches for files on attached removable drives based on a predefined list of file extensions every five seconds.,https://attack.mitre.org//techniques/T1025,COLLECTION,,,
Magic Hound has used base64-encoded commands.,https://attack.mitre.org//techniques/T1027/010,DEFENSE_EVASION,,,
GeminiDuke collects information on programs and services on the victim that are configured to automatically run at startup.,https://attack.mitre.org//techniques/T1007,DISCOVERY,,,
Olympic Destroyer uses WMI to help propagate itself across a network.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
YAHOYAH checks for the system’s Windows OS version and hostname.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
"Reaver collects system information from the victim, including CPU speed, computer name, volume serial number, ANSI code page, OEM code page identifier for the OS, Microsoft Windows version, and memory information.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
CORESHELL obfuscates strings using a custom stream cipher.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
MacMa can enumerate running processes.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
"Wingbird side loads a malicious file, sspisrv.dll, in part of a spoofed lssas.exe service.",https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
down_new has the ability to download files to the compromised host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
AuditCred uses XOR and RC4 to perform decryption on the code functions.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Hikit has been spread through spear phishing.,https://attack.mitre.org//techniques/T1566,INITIAL_ACCESS,,,
Some Sakula samples use cmd.exe to delete temporary files.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
SysUpdate has been packed with VMProtect.,https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
Volt Typhoon have inspected server logs to remove their IPs.,https://attack.mitre.org//techniques/T1070/007,DEFENSE_EVASION,,,
PoisonIvy hides any strings related to its own indicators of compromise.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
esentutl can copy ntds.dit using the Volume Shadow Copy service.,https://attack.mitre.org//techniques/T1003/003,CREDENTIAL_ACCESS,,,
Windigo has used a Perl script for information gathering.,https://attack.mitre.org//techniques/T1059,EXECUTION,,,
"During the SolarWinds Compromise, APT29 used SSH port forwarding capabilities on public-facing systems, and configured at least one instance of Cobalt Strike to use a network pipe over SMB.",https://attack.mitre.org//techniques/T1090/001,COMMAND_AND_CONTROL,,,
FIN6 has deployed a utility script named kill.bat to disable anti-virus.,https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
Earth Lusca has established GitHub accounts to host their malware.,https://attack.mitre.org//techniques/T1583/006,RESOURCE_DEVELOPMENT,,,
WhisperGate has the ability to enumerate fixed logical drives on a targeted system.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Cardinal RAT sets HKCU\Software\Microsoft\Windows NT\CurrentVersion\Windows\Load to point to its executable.,https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
Kobalos's authentication and key exchange is performed using RSA-512.,https://attack.mitre.org//techniques/T1573/002,COMMAND_AND_CONTROL,,,
HTTPBrowser has used DLL side-loading.,https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
EXOTIC LILY has used malicious documents containing exploits for CVE-2021-40444 affecting Microsoft MSHTML.,https://attack.mitre.org//techniques/T1203,EXECUTION,,,
RCSession can be installed via DLL side-loading.,https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
LightNeuron contains a function to encrypt and store emails that it collects.,https://attack.mitre.org//techniques/T1560,COLLECTION,,,
LAPSUS$ has searched public code repositories for exposed credentials.,https://attack.mitre.org//techniques/T1593/003,RECONNAISSANCE,,,
VBShower has attempted to complicate forensic analysis by deleting all the files contained in %APPDATA%..\Local\Temporary Internet Files\Content.Word and %APPDATA%..\Local Settings\Temporary Internet Files\Content.Word\.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
APT28 has stored captured credential information in a file named pi.log.,https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
Black Basta can reboot victim machines in safe mode with networking via bcdedit /set safeboot network.,https://attack.mitre.org//techniques/T1562/009,DEFENSE_EVASION,,,
Nidiran can create a new service named msamger (Microsoft Security Accounts Manager).,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
HEXANE has relied on victim's executing malicious file attachments delivered via email or embedded within actor-controlled websites to deliver malware.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Pony attachments have been delivered via compressed archive files. Pony also obfuscates the memory flow by adding junk instructions when executing to make analysis more difficult.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Ramsay can gather a list of running processes by using Tasklist.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Mustang Panda has sent malicious links including links directing victims to a Google Drive folder.,https://attack.mitre.org//techniques/T1204/001,EXECUTION,,,
TajMahal has the ability to capture keystrokes on an infected host.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
"During the 2016 Ukraine Electric Power Attack, Sandworm Team used Mimikatz to capture and use legitimate credentials.",https://attack.mitre.org//techniques/T1003/001,CREDENTIAL_ACCESS,,,
Heyoka Backdoor has been spread through malicious document lures.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
"AsyncRAT can identify strings such as Virtual, vmware, or VirtualBox to detect virtualized environments.",https://attack.mitre.org//techniques/T1497/001,DEFENSE_EVASION,DISCOVERY,,
"Cardinal RAT and its watchdog component are compiled and executed after being delivered to victims as embedded, uncompiled source code.",https://attack.mitre.org//techniques/T1027/004,DEFENSE_EVASION,,,
Shamoon obtains the system time and will only activate if it is greater than a preset date.,https://attack.mitre.org//techniques/T1124,DISCOVERY,,,
FIN7 used VBS scripts to help perform tasks on the victim's machine.,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
InvisiMole can capture keystrokes on a compromised host.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
FinFisher performs UAC bypass.,https://attack.mitre.org//techniques/T1548/002,PRIVILEGE_ESCALATION,DEFENSE_EVASION,,
APT29 has exploited CVE-2021-36934 to escalate privileges on a compromised host.,https://attack.mitre.org//techniques/T1068,PRIVILEGE_ESCALATION,,,
SNUGRIDE is capable of executing commands and spawning a reverse shell.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
A Threat Group-3390 tool can read and decrypt stored Registry values.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
WellMess can identify domain group membership for the current user.,https://attack.mitre.org//techniques/T1069/002,DISCOVERY,,,
Zeus Panda uses PowerShell to download and execute the payload.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
gh0st RAT has the capability to list processes.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
SUNBURST used Rundll32 to execute payloads.,https://attack.mitre.org//techniques/T1218/011,DEFENSE_EVASION,,,
Tonto Team has used PowerShell to download additional payloads.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
"During Operation Dream Job, Lazarus Group used tools that collected GetTickCount and GetSystemTimeAsFileTime data to detect sandbox or VMware services.",https://attack.mitre.org//techniques/T1497/003,DEFENSE_EVASION,DISCOVERY,,
Egregor can perform a language check of the infected system and can query the CPU information (cupid).,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Lazarus Group has used multi-stage malware components that inject later stages into separate processes.,https://attack.mitre.org//techniques/T1104,COMMAND_AND_CONTROL,,,
